ano,cpb,titulo,direcao,genero,produtora_maj,produtora_min,distribuidora,uf_bruto,uf2_bruto,max_salas,publico,renda_corrente,uf_maj,n_ufs,coproducao,decada,filmes_diretor_antes,filmes_distribuidora_antes,filmes_produtora_antes,estreia_do_diretor,experiencia_da_direcao,porte_da_distribuidora,contratos_fsa,projetos_incentivo,recebeu_fsa,recebeu_incentivo,origem_do_fomento,deflator,renda_deflacionada_2024,populacao_br,filmes_no_ano,sucesso_global,mediana_publico_do_ano,sucesso_no_ano
1995,B0400064200000,A Causa Secreta,Sérgio Bianchi,Ficção,Agravo Produções Cinematográficas,,Riofilme,SP,,,3000,15000.0,SP,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,6.092157965966169,91382.36948949253,,14,1,14230.5,0
1995,B0500310700000,"Carlota Joaquina, Princesa Do Brazil",Carla Camurati,Ficção,Copacabana Filmes E Produções,,Elimar,RJ,,33,1286000,6430000.0,RJ,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,6.092157965966169,39172575.72116246,,14,1,14230.5,1
1995,B0500264600000,Carmen Miranda - Bananas Is My Business,Helena Solberg,Documentário,Radiante Filmes,,Riofilme,RJ,,,15470,90000.0,RJ,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,6.092157965966169,548294.2169369552,,14,1,14230.5,1
1995,,Cinema De Lágrimas,Nelson Pereira Dos Santos,Ficção,Meta Vídeo Produções,,Riofilme,RJ,,,1575,7500.0,RJ,1.0,0,1990,0,0,0,1,estreante,nova,,,,,,6.092157965966169,45691.184744746264,,14,0,14230.5,0
1995,B0300012900000,Efeito Ilha,Luiz Alberto Pereira,Ficção,Lapfilme,,Riofilme,SP,,,3000,15000.0,SP,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,6.092157965966169,91382.36948949253,,14,1,14230.5,0
1995,B0500311400000,Louco Por Cinema,André Luiz Oliveira,Ficção,Asacine Produções,,Riofilme,DF,,,12991,60000.0,DF,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,6.092157965966169,365529.4779579701,,14,1,14230.5,0
1995,B0700675000000,Menino Maluquinho - O Filme,Helvécio Ratton,Ficção,Grupo Novo De Cinema E Tv,,S. Ribeiro/Riofilme,RJ,,32,397072,1533032.8,RJ,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,6.092157965966169,9339477.98460742,,14,1,14230.5,1
1995,B1101392800000,O Mandarim,Julio Bressane,Ficção,Julio Bressane,,Riofilme,RJ,,,7616,35000.0,RJ,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,6.092157965966169,213225.5288088159,,14,1,14230.5,0
1995,B0500309200000,O Quatrilho,Fábio Barreto,Ficção,Filmes Do Equador,,S. Ribeiro,RJ,,64,1117154,4513302.0,RJ,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,6.092157965966169,27495748.73211104,,14,1,14230.5,1
1995,B0500434300000,Perfume De Gardênia,Guilherme De Almeida Prado,Ficção,Star Filmes,,Riofilme,SP,,,9077,55000.0,SP,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,6.092157965966169,335068.6881281393,,14,1,14230.5,0
1995,,Super Colosso,Luiz Ferré,Ficção,Play Vídeo Produções Para Cinema E Televisão,,Paris,SP,,216,154762,506027.0,SP,1.0,0,1990,0,0,0,1,estreante,nova,,,,,,6.092157965966169,3082796.4190439624,,14,1,14230.5,1
1995,B0500277600000,Sábado,Ugo Giorgetti,Ficção,Iguana Filmes,,Mais Filmes,SP,,,155000,906750.0,SP,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,6.092157965966169,5524064.235639824,,14,1,14230.5,1
1995,B0500310300000,Terra Estrangeira,Daniela Thomas/Walter Salles,Ficção,Videofilmes,,Riofilme,RJ,,,112840,500000.0,RJ,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,6.092157965966169,3046078.9829830844,,14,1,14230.5,1
1995,B0400073200000,Yndio Do Brasil,Sylvio Back,Documentário,Usina De Kyno,,Riofilme,RJ,,,3000,15000.0,RJ,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,6.092157965966169,91382.36948949253,,14,1,14230.5,0
1996,"B0400061500000/
B0400085400000/
B0400057300000/
B0400051000000",A Felicidade É...,José Roberto Torero/Cecílio Neto/Jorge Furtado/José Pedro Goulart,Ficção,Casa De Cinema De Porto Alegre/Superfilmes/Zeppelin Filmes,,Riofilme,RS/SP/RS,,,3000,15000.0,RS,2.0,0,1990,0,9,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,5.262865325451494,78942.97988177241,,18,1,14043.5,0
1996,B0400052400000,As Meninas,Emiliano Ribeiro,Ficção,Ipê Artes,,Riofilme,RJ,,3,13527,49957.0,RJ,1.0,0,1990,0,9,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,5.262865325451494,262916.9630635803,,18,1,14043.5,0
1996,,Cassiopéia,Clóvis Vieira,Animação,N.D.R. Filmes Produções,,Riofilme,SP,,34,14224,60359.0,SP,1.0,0,1990,0,9,0,1,estreante,pequena,,,,,,5.262865325451494,317661.28817892674,,18,1,14043.5,1
1996,B0500289500000,Como Nascem Os Anjos,Murilo Salles,Ficção,Cinema Brasil Digital,,Riofilme,RJ,,2,41945,200000.0,RJ,1.0,0,1990,0,9,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,5.262865325451494,1052573.065090299,,18,1,14043.5,1
1996,B0500310500000,Corisco E Dadá,Rosemberg Cariry,Ficção,Cariri Filmes,,Riofilme,CE,,,13863,62904.7,CE,1.0,0,1990,0,9,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,5.262865325451494,331058.9644379286,,18,1,14043.5,0
1996,B0500311200000,Doces Poderes,Lucia Murat,Ficção,Taiga Filmes E Vídeo,,Riofilme,RJ,,,13809,60000.0,RJ,1.0,0,1990,0,9,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,5.262865325451494,315771.91952708963,,18,1,14043.5,0
1996,B0700789100000,Fica Comigo,Tizuka Yamasaki,Ficção,Ponto Filmes/Quanta-Rio/Scena Filmes/Skylight,,Riofilme,RJ/RJ/RJ/RJ,,,2866,13000.0,RJ,1.0,0,1990,0,9,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,5.262865325451494,68417.24923086942,,18,1,14043.5,0
1996,B0500298800000,Jenipapo,Monique Gardenberg,Ficção,Dueto Filmes,,Riofilme,RJ,,,72133,350000.0,RJ,1.0,0,1990,0,9,0,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,5.262865325451494,1842002.8639080229,,18,1,14043.5,1
1996,,Mil E Uma,Suzana De Moraes,Ficção,1001 Filmes,,Riofilme,RJ,,,2403,12000.0,RJ,1.0,0,1990,0,9,0,1,estreante,pequena,,,,,,5.262865325451494,63154.383905417926,,18,0,14043.5,0
1996,B0600547500000,O Cego Que Gritava Luz,João Batista De Andrade,Ficção,Raiz Produções,,Riofilme,SP,,,1647,8500.0,SP,1.0,0,1990,0,9,0,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,5.262865325451494,44734.3552663377,,18,0,14043.5,0
1996,B0500255000000,O Corpo,José Antônio Garcia,Ficção,Olympus Filme,,Riofilme,SP,,,26984,120000.0,SP,1.0,0,1990,0,9,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,5.262865325451494,631543.8390541793,,18,1,14043.5,1
1996,B0400090100000,O Guarani,Norma Bengell,Ficção,Nb Produções,,Riofilme,RJ,,,26190,120000.0,RJ,1.0,0,1990,0,9,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,5.262865325451494,631543.8390541793,,18,1,14043.5,1
1996,B0400102700000,O Judeu,Jom Tob Azulay,Ficção,Aeb Produçôes/Tatu Filmes,,Riofilme,RJ/SP,,1,11817,62630.0,RJ,2.0,0,1990,0,9,0,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,5.262865325451494,329613.25533302705,,18,1,14043.5,0
1996,B0700798500000,O Monge E A Filha Do Carrasco,Walter Lima Junior,Ficção,Jbr Filmes,,Riofilme,RJ,,9,16824,72173.0,RJ,1.0,0,1990,0,9,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,5.262865325451494,379836.77913381066,,18,1,14043.5,1
1996,B0500444400000,Quem Matou Pixote?,José Joffily,Ficção,Coevo Filmes,,Riofilme,RJ,,57,32220,148534.0,RJ,1.0,0,1990,0,9,0,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,5.262865325451494,781714.4382506122,,18,1,14043.5,1
1996,B0500274700000,Sombras De Julho,Marco Altberg,Ficção,M. Altberg Cinema E Vídeo,,Riofilme,RJ,,,767,5000.0,RJ,1.0,0,1990,0,9,0,1,estreante,pequena,0.0,0.0,0.0,0.0,sem fomento,5.262865325451494,26314.32662725747,,18,0,14043.5,0
1996,B0500263900000,Tieta Do Agreste,Cacá Diegues,Ficção,Skylight,,Columbia,RJ,,133,511954,2380586.0,RJ,1.0,0,1990,0,0,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,5.262865325451494,12528703.51365527,,18,1,14043.5,1
1996,,Todos Os Corações Do Mundo,Murilo Salles,Documentário,Sports Target Media,,S. Ribeiro,RJ,,86,265017,1004415.0,RJ,1.0,0,1990,0,1,0,1,estreante,nova,,,,,,5.262865325451494,5286100.875863362,,18,1,14043.5,1
1997,B0500311100000,A Ostra E O Vento,Walter Lima Junior,Ficção,Tambellini Filmes,,Riofilme,RJ,,9,86616,372814.0,RJ,1.0,0,1990,1,25,0,0,iniciante,media,0.0,0.0,0.0,0.0,sem fomento,4.921980802972464,1834983.3510793762,,21,1,73062.0,1
1997,B0600520300000,Anahy De Las Misiones,Sérgio Silva,Ficção,M. Schmiedt Produções,,S. Ribeiro,RS,,15,131000,492560.0,RS,1.0,0,1990,0,2,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,4.921980802972464,2424370.864312117,,21,1,73062.0,1
1997,B0400059500000,Baile Perfumado,Lírio Ferreira/Paulo Caldas,Ficção,Raccord Produções,,Riofilme,RJ,,7,73062,326879.0,RJ,1.0,0,1990,0,25,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,4.921980802972464,1608892.1628948362,,21,1,73062.0,0
1997,B0500313900000,Buena Sorte,Tânia Lamarca,Ficção,Acquafredda Cinema/Skylight,,Columbia,SC/RJ,,7,10674,37654.0,SC,2.0,0,1990,0,1,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,4.921980802972464,185332.26515512518,,21,1,73062.0,0
1997,,Crede-Mi,Bia Lessa/Dany Roland,Ficção,Bia Lessa Produções Artísticas,,Riofilme,SP,,1,2134,10585.0,SP,1.0,0,1990,0,25,0,1,estreante,media,,,,,,4.921980802972464,52099.166799463535,,21,0,73062.0,0
1997,B0500313800000,Ed Mort,Alain Fresnot,Ficção,A.F. Cinema,,Riofilme,SP,,16,74195,370809.0,SP,1.0,0,1990,0,25,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,4.921980802972464,1825114.7795694165,,21,1,73062.0,1
1997,B0300027400000,Guerra De Canudos,Sergio Rezende,Ficção,Morena Filmes,,Columbia,RJ,,78,655016,2725130.0,RJ,1.0,0,1990,0,1,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,4.921980802972464,13413037.545604352,,21,1,73062.0,1
1997,B0500321300000,Lua De Outubro,Henrique De Freitas Lima,Ficção,Cinematográfica Pampeana,,Paris,RS,,17,33894,114351.0,RS,1.0,0,1990,0,1,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,4.921980802972464,562833.4268007042,,21,1,73062.0,0
1997,B1101390800000,Miramar,Julio Bressane,Ficção,Julio Bressane,,Riofilme,RJ,,2,7616,39451.0,RJ,1.0,0,1990,1,25,1,0,iniciante,media,0.0,1.0,0.0,1.0,só incentivo,4.921980802972464,194177.0646580667,,21,1,73062.0,0
1997,,Navalha Na Carne,Neville D'Almeida,Ficção,Terra Brasilis,,S. Ribeiro,RJ,,101,170929,784214.0,RJ,1.0,0,1990,0,2,0,1,estreante,nova,,,,,,4.921980802972464,3859886.253422248,,21,1,73062.0,1
1997,B0800853700000,O Amor Está No Ar,Amylton De Oliveira,Ficção,Lca Produções,,Riofilme,ES,,3,5877,31816.0,ES,1.0,0,1990,0,25,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,4.921980802972464,156597.7412273719,,21,1,73062.0,0
1997,B0800842700000,O Cangaceiro,Anibal Massaini Neto,Ficção,Cinearte Produções Cinematográficas,,S. Ribeiro,SP,,10,140932,618692.0,SP,1.0,0,1990,0,2,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,4.921980802972464,3045190.14695264,,21,1,73062.0,1
1997,B0400076600000,O Homem Nu,Hugo Carvana,Ficção,Mac Comunicacão,,Riofilme,RJ,,14,74188,450321.0,RJ,1.0,0,1990,0,25,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,4.921980802972464,2216471.317175363,,21,1,73062.0,1
1997,B0500336500000,O Noviço Rebelde,Tizuka Yamasaki,Ficção,Renato Aragão Produções,,Columbia/Art Filmes,RJ,,174,1501035,6019150.0,RJ,1.0,0,1990,1,0,0,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,4.921980802972464,29626140.75021171,,21,1,73062.0,1
1997,B0500261400000,O Que É Isso Companheiro?,Bruno Barreto,Ficção,Filmes Do Equador,,Columbia,RJ,,48,321450,1787262.0,RJ,1.0,0,1990,0,1,1,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,4.921980802972464,8796869.253882172,,21,1,73062.0,1
1997,B1001308600000,O Sertão Das Memórias,José Araújo,Documentário,Ganesh Produções,,Riofilme,CE,,,3110,15000.0,CE,1.0,0,1990,0,25,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,4.921980802972464,73829.71204458697,,21,1,73062.0,0
1997,B0500239200000,O Velho - A História De Luiz Carlos Prestes,Toni Venturi,Documentário,Olhar Imaginário,,Riofilme,SP,,2,11874,44290.0,SP,1.0,0,1990,0,25,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,4.921980802972464,217994.52976365044,,21,1,73062.0,0
1997,B0500420200000,Os Matadores,Beto Brant,Ficção,Casa De Produção,,Riofilme,SP,,6,27014,128998.0,SP,1.0,0,1990,0,25,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,4.921980802972464,634925.6796218419,,21,1,73062.0,0
1997,B0500311000000,Pequeno Dicionário Amoroso,Sandra Werneck,Ficção,Cineluz Produções,,Lumière/Riofilme,RJ,,23,402430,2100685.0,RJ,1.0,0,1990,0,0,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,4.921980802972464,10339531.243092211,,21,1,73062.0,1
1997,B0500311300000,Silvino Santos - O Cineasta Da Selva,Aurélio Michelis,Documentário,Superfilmes,,Riofilme,SP,,2,4560,21386.0,SP,1.0,0,1990,0,25,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,4.921980802972464,105261.48145236912,,21,1,73062.0,0
1997,B0600478000000,Um Céu De Estrelas,Tata Amaral,Ficção,Tata Amaral,,Riofilme,SP,,1,13307,72390.0,SP,1.0,0,1990,0,25,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,4.921980802972464,356302.19032717665,,21,1,73062.0,0
1998,B0500262300000,A Grande Noitada,Denoy De Oliveira,Ficção,Palmares,,Riofilme,SP,,1,1587,7594.0,SP,1.0,0,1990,0,37,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,4.769535577602724,36219.85317631509,,23,0,37572.0,0
1998,,Alô,Mara Mourão,Ficção,Mamo Filmes,,Riofilme,SP,,,2703,13000.0,SP,1.0,0,1990,0,37,0,1,estreante,media,,,,,,4.769535577602724,62003.962508835415,,23,0,37572.0,0
1998,B0500312600000,Amor E Cia,Helvécio Ratton,Ficção,Quimera Filmes,,S. Ribeiro/Riofilme,MG,,24,47179,237310.0,MG,1.0,0,1990,1,1,0,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,4.769535577602724,1131858.4879209024,,23,1,37572.0,1
1998,B0500261200000,Amores,Domingos De Oliveira,Ficção,Tv Zero Produções,,S. Ribeiro/Riofilme,RJ,,6,33192,164418.0,RJ,1.0,0,1990,0,1,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,4.769535577602724,784197.5005982846,,23,1,37572.0,0
1998,B0500286200000,Ação Entre Amigos,Beto Brant,Ficção,Dezenove Som E Imagens,,S. Ribeiro/Riofilme,SP,,3,38957,194330.0,SP,1.0,0,1990,1,1,0,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,4.769535577602724,926863.8487955374,,23,1,37572.0,1
1998,B0300023600000,Bahia De Todos Os Sambas,Leon Hirszman/Paulo César Saraceni,Documentário,Shater Produções Artísticas,,Riofilme,RJ,,1,1037,5107.0,RJ,1.0,0,1990,0,37,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,4.769535577602724,24358.018194817112,,23,0,37572.0,0
1998,B0500326400000,Bela Donna,Fábio Barreto,Ficção,Filmes Do Equador,,S. Ribeiro/Riofilme,RJ,,74,68151,370060.0,RJ,1.0,0,1990,1,1,2,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,4.769535577602724,1765014.3358476642,,23,1,37572.0,1
1998,B0400052500000,Bocage - O Triunfo Do Amor,Djalma Limongi Batista,Ficção,Cinema Do Século Xxi,,Riofilme,SP,,2,16621,73281.0,SP,1.0,0,1990,0,37,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,4.769535577602724,349516.3366623052,,23,1,37572.0,0
1998,B0600556000000,"Boleiros, Era Uma Vez O Futebol",Ugo Giorgetti,Ficção,Sp Filmes De São Paulo,,Tabu Arte,SP,,,60000,300000.0,SP,1.0,0,1990,1,0,0,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,4.769535577602724,1430860.6732808172,,23,1,37572.0,1
1998,B0500310900000,Central Do Brasil,Walter Salles,Ficção,Videofilmes,,S. Ribeiro/Riofilme,RJ,,79,1593967,8087276.0,RJ,1.0,0,1990,0,1,1,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,4.769535577602724,38572550.60789265,,23,1,37572.0,1
1998,,Cinderela Bahiana,Conrado Sanchez,Ficção,Galante Filmes,,Art Filmes,SC,,,32000,180000.0,SC,1.0,0,1990,0,0,0,1,estreante,nova,,,,,,4.769535577602724,858516.4039684903,,23,1,37572.0,0
1998,B0500272900000,Como Ser Solteiro,Rosane Svartman,Ficção,Raccord Produções,,S. Ribeiro/Riofilme,RJ,,25,150778,825101.0,RJ,1.0,0,1990,0,1,1,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,4.769535577602724,3935348.574615585,,23,1,37572.0,1
1998,B0500403300000,Coração Iluminado,Hector Babenco,Ficção,Hb Filmes,,Columbia,SP,,19,17850,92892.0,SP,1.0,0,1990,0,4,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,4.769535577602724,443051.69887467223,,23,1,37572.0,0
1998,B0500403400000,For All - O Trampolim Da Vitória,Buza Ferraz/Luiz Carlos Lacerda,Ficção,Bigdeni Filmes,,Columbia,RJ,,35,62604,348628.0,RJ,1.0,0,1990,0,4,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,4.769535577602724,1662793.6493484825,,23,1,37572.0,1
1998,B0400110800000,Kenoma,Eliane Caffé,Ficção,A.F. Cinema,,Riofilme,SP,,,8197,40000.0,SP,1.0,0,1990,0,37,1,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,4.769535577602724,190781.42310410898,,23,1,37572.0,0
1998,B0500310800000,La Serva Padrona,Carla Camurati,Ficção,Copacabana Filmes E Produções,,Elimar,RJ,,,50000,250000.0,RJ,1.0,0,1990,1,1,1,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,4.769535577602724,1192383.8944006811,,23,1,37572.0,1
1998,B0500242600000,Menino Maluquinho 2 - A Aventura,Fabrízia Alves Pinto/Fernando Meirelles,Ficção,Grupo Novo De Cinema E Tv,,S. Ribeiro/Riofilme,RJ,,94,367482,898694.54,RJ,1.0,0,1990,0,1,1,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,4.769535577602724,4286355.581927314,,23,1,37572.0,1
1998,B0800834800000,O Toque Do Oboé,Cláudio Macdowell,Ficção,Imágica Produções,Riofilme,Riofilme,RJ,RJ,,2368,12000.0,RJ,1.0,1,1990,0,37,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,4.769535577602724,57234.42693123269,,23,0,37572.0,0
1998,B0500334800000,Policarpo Quaresma - Herói Do Brasil,Paulo Thiago,Ficção,Vitória Produções,,S. Ribeiro/Riofilme,RJ,,11,76761,183538.0,RJ,1.0,0,1990,0,1,0,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,4.769535577602724,875391.0208420488,,23,1,37572.0,1
1998,B0500335300000,"Simão, O Fantasma Trapalhão",Paulo Aragão,Ficção,Renato Aragão Produções,,Columbia,RJ,,246,1658136,6118522.0,RJ,1.0,0,1990,0,4,1,1,estreante,nova,0.0,0.0,0.0,0.0,sem fomento,4.769535577602724,29182508.361344974,,23,1,37572.0,1
1998,B1101381700000,Terra Do Mar,Eduardo Caron/Mirella Martinelli,Documentário,Bad Machine,,Riofilme,SP,,2,1531,7596.0,SP,1.0,0,1990,0,37,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,4.769535577602724,36229.39224747029,,23,0,37572.0,0
1998,B0500307600000,Traição,Arthur Fontes/Claudio Torres/José Henrique Fonseca,Ficção,Conspiração Filmes,,Lumière,RJ,,7,37572,202207.0,RJ,1.0,0,1990,0,0,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,4.769535577602724,964433.480540314,,23,1,37572.0,0
1998,B0600491200000,Tudo É Brasil,Rogério Sganzerla,Documentário,Mercúrio Produções,,Riofilme,SP,,1,1910,5348.0,SP,1.0,0,1990,0,37,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,4.769535577602724,25507.476269019367,,23,0,37572.0,0
1999,B0500436200000,A Hora Mágica,Guilherme De Almeida Prado,Ficção,Star Filmes,,Riofilme,SP,,7,5999,31891.0,SP,1.0,0,1990,1,45,1,0,iniciante,media,0.0,0.0,0.0,0.0,sem fomento,4.548544419254897,145057.63007445793,,28,1,21812.0,0
1999,B0400055300000,Até Que A Vida Nos Separe,José Zaragoza,Ficção,Zaragoza Produções,,Riofilme,SP,,36,43815,243629.0,SP,1.0,0,1990,0,45,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,4.548544419254897,1108157.3283186513,,28,1,21812.0,1
1999,B0700724300000,Caminho Dos Sonhos,Luca Amberg,Ficção,Amberg Filmes,,Uip,SP,,22,14646,68060.0,SP,1.0,0,1990,0,0,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,4.548544419254897,309573.9331744883,,28,1,21812.0,0
1999,B0500313700000,"Castelo Rá-Tim-Bum, O Filme",Cao Hamburger,Ficção,A.F. Cinema/Caos Produções,,Columbia,SP/SP,,134,725329,3031875.0,SP,1.0,0,1990,0,7,0,1,estreante,pequena,0.0,1.0,0.0,1.0,só incentivo,4.548544419254897,13790618.111128442,,28,1,21812.0,1
1999,,Contos De Lygia E Morte,Del Rangel,Ficção,Cinema Profissional,,Lumière,SP,,2,649,3257.0,SP,1.0,0,1990,0,1,0,1,estreante,nova,,,,,,4.548544419254897,14814.6091735132,,28,0,21812.0,0
1999,B0500286100000,Dois Córregos,Carlos Reichenbach,Ficção,Dezenove Som E Imagens/Tv Cultura,,Riofilme,SP/SP,,13,38017,189716.0,SP,1.0,0,1990,0,45,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,4.548544419254897,862931.6530433621,,28,1,21812.0,1
1999,B0500304300000,Fé,Ricardo Dias,Documentário,Superfilmes,,Riofilme,SP,,4,8248,42349.0,SP,1.0,0,1990,0,45,1,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,4.548544419254897,192626.30761102564,,28,1,21812.0,0
1999,,Histórias Do Flamengo,Alexandre Niemyer,Documentário,Produções Carlos Niemeyer Filmes,,Riofilme,RJ,,14,11157,56465.0,RJ,1.0,0,1990,0,45,0,1,estreante,media,,,,,,4.548544419254897,256833.56063322778,,28,1,21812.0,0
1999,B0400086000000,Mauá - O Imperador E O Rei,Sergio Rezende,Ficção,Lagoa Cultural,,Buena Vista/Riofilme,RJ,,78,195790,923684.0,RJ,1.0,0,1990,1,0,0,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,4.548544419254897,4201417.70335504,,28,1,21812.0,1
1999,B0600618500000,Mário,Hermano Penna,Ficção,Luz Xxi/Estudios Quanta,,Riofilme,SP/SP,,1,2249,11929.0,SP,1.0,0,1990,0,45,0,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,4.548544419254897,54259.58637729167,,28,0,21812.0,0
1999,B0500310100000,No Coração Dos Deuses,Geraldo Moraes,Ficção,Aquarela,,Riofilme,DF,,25,23217,90530.0,DF,1.0,0,1990,0,45,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,4.548544419254897,411779.72627514583,,28,1,21812.0,1
1999,B0300021500000,Nós Que Aqui Estamos Por Vós Esperamos,Marcelo Masagão,Documentário,Um Minuto,,Riofilme,SP,,4,58577,285130.0,SP,1.0,0,1990,0,45,0,1,estreante,media,0.0,0.0,0.0,0.0,sem fomento,4.548544419254897,1296926.4702621489,,28,1,21812.0,1
1999,B0500446400000,O Primeiro Dia,Daniela Thomas/Walter Salles,Ficção,Videofilmes,,Lumière/Riofilme,RJ,,17,64383,347917.0,RJ,1.0,0,1990,1,1,2,0,iniciante,nova,0.0,0.0,0.0,0.0,sem fomento,4.548544419254897,1582515.928713906,,28,1,21812.0,1
1999,B0500336400000,O Trapalhão E A Luz Azul,Alexandre Boury/Paulo Aragão,Ficção,Globo Filmes/Renato Aragão Produções,,Lumière,RJ/RJ,,239,771831,2947356.0,RJ,1.0,0,1990,0,1,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,4.548544419254897,13406179.685357437,,28,1,21812.0,1
1999,B0600450400000,O Tronco,João Batista De Andrade,Ficção,Raiz Produções,,Pandora,SP,,,1000,5000.0,SP,1.0,0,1990,1,0,1,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,4.548544419254897,22742.722096274487,,28,0,21812.0,0
1999,B0600460600000,O Viajante,Paulo César Saraceni,Ficção,Shater Produções Artísticas,,Riofilme,RJ,,2,5970,24809.0,RJ,1.0,0,1990,0,45,1,1,estreante,media,0.0,1.0,0.0,1.0,só incentivo,4.548544419254897,112844.83849729474,,28,1,21812.0,0
1999,B0800822000000,Orfeu,Cacá Diegues,Ficção,Globo Filmes/Rio Vermelho Filmes,,Warner,RJ/RJ,,147,961961,4455409.0,RJ,1.0,0,1990,1,0,0,0,iniciante,nova,0.0,1.0,0.0,1.0,só incentivo,4.548544419254897,20265625.742448043,,28,1,21812.0,1
1999,B0800819200000,Os Carvoeiros,Nigel Noble,Documentário,Zazen Produções,,Zazen,RJ,,,1000,5000.0,RJ,1.0,0,1990,0,0,0,1,estreante,nova,0.0,1.0,0.0,1.0,só incentivo,4.548544419254897,22742.722096274487,,28,0,21812.0,0
